Date,Open,High,Low,Close,Volume
09-16-2016,2146.48,2146.48,2131.2,2139.16,14744
09-19-2016,2143.99,2153.61,2135.91,2139.12,5131
09-20-2016,2145.94,2150.8,2139.17,2139.76,4850
09-21-2016,2144.58,2165.11,2139.57,2163.12,5840
09-22-2016,2170.94,2179.99,2170.94,2177.18,5217
09-23-2016,2173.29,2173.75,2163.97,2164.69,5207
09-26-2016,2158.54,2158.54,2145.04,2146.1,5177
09-27-2016,2146.04,2161.13,2141.55,2159.93,5341
09-28-2016,2161.85,2172.4,2151.79,2171.37,5581
09-29-2016,2168.9,2172.67,2145.2,2151.13,6168
09-30-2016,2156.51,2175.3,2156.51,2168.27,8091
10-03-2016,2164.33,2164.41,2154.77,2161.2,5144
10-04-2016,2163.37,2165.46,2144.01,2150.49,5629
10-05-2016,2155.15,2163.95,2155.15,2159.73,5997
10-06-2016,2158.22,2162.93,2150.28,2160.77,5177
10-07-2016,2164.19,2165.86,2144.85,2153.74,6202
10-10-2016,2160.39,2169.6,2160.39,2163.66,4528
10-11-2016,2161.35,2161.56,2128.84,2136.73,5769
10-12-2016,2137.67,2145.36,2132.77,2139.18,4590
10-13-2016,2130.26,2138.19,2114.74,2132.55,5613
10-14-2016,2139.68,2149.19,2132.98,2132.98,5490
10-17-2016,2132.95,2135.61,2124.43,2126.5,4793
10-18-2016,2138.31,2144.38,2135.49,2139.6,4753
10-19-2016,2140.81,2148.44,2138.15,2144.29,5444
10-20-2016,2142.51,2147.18,2133.44,2141.34,5714
10-21-2016,2139.43,2142.63,2130.09,2141.16,6549
10-24-2016,2148.5,2154.79,2146.91,2151.33,5236
10-25-2016,2149.72,2151.44,2141.93,2143.16,5308
10-26-2016,2136.97,2145.73,2131.59,2139.43,5621
10-27-2016,2144.06,2147.13,2132.52,2133.04,6147
10-28-2016,2132.23,2140.72,2119.36,2126.41,6414
10-31-2016,2129.78,2133.25,2125.53,2126.15,6733
11-01-2016,2128.68,2131.45,2097.85,2111.72,7126
11-02-2016,2109.43,2111.76,2094,2097.94,6415
11-03-2016,2098.8,2102.56,2085.23,2088.66,5930
11-04-2016,2083.79,2099.07,2083.79,2085.18,6247
11-07-2016,2100.59,2132,2100.59,2131.52,6086
11-08-2016,2129.92,2146.87,2123.56,2139.56,5566
11-09-2016,2131.56,2170.1,2125.35,2163.26,9928
11-10-2016,2167.49,2182.3,2151.17,2167.48,9979
11-11-2016,2162.71,2165.92,2152.49,2164.45,7346
11-14-2016,2165.64,2171.36,2156.08,2164.2,7982
11-15-2016,2168.29,2180.84,2166.38,2180.39,6840
11-16-2016,2177.53,2179.22,2172.2,2176.94,5693
11-17-2016,2178.61,2188.06,2176.65,2187.12,5690
11-18-2016,2186.85,2189.89,2180.38,2181.9,6705
11-21-2016,2186.43,2198.7,2186.43,2198.18,5710
11-22-2016,2201.56,2204.8,2194.51,2202.94,5936
11-23-2016,2198.55,2204.72,2194.51,2204.72,5238
11-25-2016,2206.27,2213.35,2206.27,2213.35,2620
11-28-2016,2210.21,2211.14,2200.36,2201.72,5620
11-29-2016,2200.76,2210.46,2198.15,2204.66,5783
11-30-2016,2204.97,2214.1,2198.81,2198.81,10554
12-01-2016,2200.17,2202.6,2187.44,2191.08,7420
12-02-2016,2191.12,2197.95,2188.37,2191.95,5874
12-05-2016,2200.65,2209.42,2199.97,2204.71,23530
12-06-2016,2207.26,2212.78,2202.21,2212.23,21701
12-07-2016,2210.72,2241.63,2208.93,2241.35,27348
12-08-2016,2241.13,2251.69,2237.57,2246.19,24368
12-09-2016,2249.73,2259.8,2249.23,2259.53,22007
12-12-2016,2258.83,2264.03,2252.37,2256.96,23584
12-13-2016,2263.32,2277.53,2263.32,2271.72,23113
12-14-2016,2268.35,2276.2,2248.44,2253.28,26605
12-15-2016,2253.77,2272.12,2253.77,2262.03,24282
12-16-2016,2266.81,2268.05,2254.24,2258.07,37106
12-19-2016,2259.24,2267.47,2258.21,2262.53,18558
12-20-2016,2266.5,2272.56,2266.14,2270.76,17978
12-21-2016,2270.54,2271.23,2265.15,2265.18,15851
12-22-2016,2262.93,2263.18,2256.08,2260.96,17137
12-23-2016,2260.25,2263.79,2258.84,2263.79,10821
12-27-2016,2266.23,2273.82,2266.15,2268.88,10910
12-28-2016,2270.23,2271.31,2249.11,2249.92,13435
12-29-2016,2249.5,2254.51,2244.56,2249.26,12648
12-30-2016,2251.61,2253.58,2233.62,2238.83,15806
01-03-2017,2251.57,2263.88,2245.13,2257.83,23189
01-04-2017,2261.6,2272.82,2261.6,2270.75,20974
01-05-2017,2268.18,2271.5,2260.45,2269,21872
01-06-2017,2271.14,2282.1,2264.06,2276.98,19572
01-09-2017,2273.59,2275.49,2268.9,2268.9,19147
01-10-2017,2269.72,2279.27,2265.27,2268.9,21380
01-11-2017,2268.6,2275.32,2260.83,2275.32,21183
01-12-2017,2271.14,2271.78,2254.25,2270.44,19374
01-13-2017,2272.74,2278.68,2271.51,2274.64,17810
01-17-2017,2269.14,2272.08,2262.81,2267.89,22122
01-18-2017,2269.14,2272.01,2263.35,2271.89,19986
01-19-2017,2271.9,2274.33,2258.41,2263.69,20413
01-20-2017,2269.96,2276.96,2265.01,2271.31,23118
01-23-2017,2267.78,2271.78,2257.02,2265.2,19906
01-24-2017,2267.88,2284.63,2266.68,2280.07,22292
01-25-2017,2288.88,2299.55,2288.88,2298.37,24615
01-26-2017,2298.63,2300.99,2294.08,2296.68,23337
01-27-2017,2299.02,2299.02,2291.62,2294.69,19993
01-30-2017,2286.01,2286.01,2268.04,2280.9,21081
01-31-2017,2274.02,2279.09,2267.21,2278.87,25553
02-01-2017,2285.59,2289.14,2272.44,2279.55,24790
02-02-2017,2276.69,2283.97,2271.65,2280.85,23220
02-03-2017,2288.54,2298.31,2287.88,2297.42,22086
02-06-2017,2294.28,2296.18,2288.57,2292.56,19025
02-07-2017,2295.87,2299.4,2290.16,2293.08,20792
02-08-2017,2289.55,2295.91,2285.38,2294.67,21135
02-09-2017,2296.7,2311.08,2296.61,2307.87,21186
02-10-2017,2312.27,2319.23,2311.1,2316.1,20671
02-13-2017,2321.72,2331.58,2321.42,2328.25,19587
02-14-2017,2326.12,2337.58,2322.17,2337.58,21614
02-15-2017,2335.58,2351.3,2334.81,2349.25,22516
02-16-2017,2349.64,2351.31,2338.87,2347.22,20860
02-17-2017,2343.01,2351.16,2339.58,2351.16,21194
02-21-2017,2354.91,2366.71,2354.91,2365.38,21086
02-22-2017,2361.11,2365.13,2358.34,2362.82,19538
02-23-2017,2367.5,2368.26,2355.09,2363.81,22008
02-24-2017,2355.73,2367.34,2352.87,2367.34,21904
02-27-2017,2365.23,2371.54,2361.87,2369.75,18813
02-28-2017,2366.08,2367.79,2358.96,2363.64,25382
03-01-2017,2380.13,2400.98,2380.13,2395.96,25759
03-02-2017,2394.75,2394.75,2380.17,2381.92,21205
03-03-2017,2380.92,2383.89,2375.39,2383.12,18329
03-06-2017,2375.23,2378.8,2367.98,2375.31,18890
03-07-2017,2370.74,2375.12,2365.51,2368.39,19130
03-08-2017,2369.81,2373.09,2361.01,2362.98,20855
03-09-2017,2363.49,2369.08,2354.54,2364.87,20192
03-10-2017,2372.52,2376.86,2363.04,2372.6,20179
03-13-2017,2371.56,2374.42,2368.52,2373.47,18223
03-14-2017,2368.55,2368.55,2358.18,2365.45,16851
03-15-2017,2370.34,2390.01,2368.94,2385.26,21249
03-16-2017,2387.71,2388.1,2377.18,2381.38,18780
03-17-2017,2383.71,2385.71,2377.64,2378.25,33982
03-20-2017,2378.24,2379.55,2369.66,2373.47,18225
03-21-2017,2379.32,2381.93,2341.9,2344.02,26371
03-22-2017,2343,2351.81,2336.45,2348.45,21386
03-23-2017,2345.97,2358.92,2342.13,2345.96,19187
03-24-2017,2350.42,2356.22,2335.74,2343.98,19203
03-27-2017,2329.11,2344.9,2322.25,2341.59,19318
03-28-2017,2339.79,2363.78,2337.63,2358.57,19513
03-29-2017,2356.54,2363.36,2352.94,2361.13,17341
03-30-2017,2361.31,2370.42,2358.58,2368.06,18489
03-31-2017,2364.82,2370.35,2362.6,2362.72,19970
04-03-2017,2362.34,2365.87,2344.73,2358.84,21823
04-04-2017,2354.76,2360.53,2350.72,2360.16,18204
04-05-2017,2366.59,2378.36,2350.52,2352.95,21048
04-06-2017,2353.79,2364.16,2348.9,2357.49,19370
04-07-2017,2356.59,2363.76,2350.74,2355.54,17307
04-10-2017,2357.16,2366.37,2351.5,2357.16,16203
04-11-2017,2353.92,2355.22,2337.25,2353.78,18175
04-12-2017,2352.15,2352.72,2341.18,2344.93,18979
04-13-2017,2341.98,2348.26,2328.95,2328.95,17647
04-17-2017,2332.62,2349.14,2332.51,2349.01,16263
04-18-2017,2342.53,2348.35,2334.54,2342.19,19035
04-19-2017,2346.79,2352.63,2335.05,2338.17,19468
04-20-2017,2342.69,2361.37,2340.91,2355.84,20897
04-21-2017,2354.74,2356.18,2344.51,2348.69,20718
04-24-2017,2370.33,2376.98,2369.19,2374.15,22487
04-25-2017,2381.51,2392.48,2381.15,2388.61,23049
04-26-2017,2388.98,2398.16,2386.76,2387.45,22236
04-27-2017,2389.7,2392.1,2382.68,2388.77,22056
04-28-2017,2393.68,2393.68,2382.36,2384.2,22395
05-01-2017,2388.5,2394.49,2384.83,2388.33,18930
05-02-2017,2391.05,2392.93,2385.82,2391.17,23717
05-03-2017,2386.5,2389.82,2379.75,2388.13,22702
05-04-2017,2389.79,2391.43,2380.35,2389.52,22366
05-05-2017,2392.37,2399.29,2389.38,2399.29,18238
05-08-2017,2399.94,2401.36,2393.92,2399.38,18454
05-09-2017,2401.58,2403.87,2392.44,2396.92,18560
05-10-2017,2396.79,2399.74,2392.79,2399.63,19852
05-11-2017,2394.84,2395.72,2381.74,2394.44,20247
05-12-2017,2392.44,2392.44,2387.19,2390.9,17866
05-15-2017,2393.98,2404.05,2393.94,2402.32,18964
05-16-2017,2404.55,2405.77,2396.05,2400.67,20391
05-17-2017,2382.95,2384.87,2356.21,2357.03,27176
05-18-2017,2354.69,2375.74,2352.72,2365.72,23085
05-19-2017,2371.37,2389.06,2370.43,2381.73,22497
05-22-2017,2387.21,2395.46,2386.92,2394.02,18584
05-23-2017,2397.04,2400.85,2393.88,2398.42,17710
05-24-2017,2401.41,2405.58,2397.99,2404.39,17976
05-25-2017,2409.54,2418.71,2408.01,2415.07,20106
05-26-2017,2414.5,2416.68,2412.2,2415.82,15245
05-30-2017,2411.67,2415.26,2409.43,2412.91,17767
05-31-2017,2415.63,2415.99,2403.59,2411.8,26108
06-01-2017,2415.65,2430.06,2413.54,2430.06,21561
06-02-2017,2431.28,2440.23,2427.71,2439.07,20174
06-05-2017,2437.83,2439.55,2434.32,2436.1,17424
06-06-2017,2431.92,2436.21,2428.12,2429.33,19724
06-07-2017,2432.03,2435.28,2424.75,2433.14,20874
06-08-2017,2434.27,2439.27,2427.94,2433.79,22477
06-09-2017,2436.39,2446.2,2415.7,2431.77,26249
06-12-2017,2425.88,2430.38,2419.97,2429.39,27158
06-13-2017,2434.15,2441.49,2431.28,2440.35,20787
06-14-2017,2443.75,2443.75,2428.34,2437.92,20776
06-15-2017,2424.14,2433.95,2418.53,2432.46,20564
06-16-2017,2431.24,2433.15,2422.88,2433.15,34749
06-19-2017,2442.55,2453.82,2441.79,2453.46,18816
06-20-2017,2450.66,2450.66,2436.6,2437.03,19813
06-21-2017,2439.31,2442.23,2430.74,2435.61,21950
06-22-2017,2437.4,2441.62,2433.27,2434.5,19750
06-23-2017,2434.65,2441.4,2431.11,2438.3,29543
06-26-2017,2443.32,2450.42,2437.03,2439.07,18074
06-27-2017,2436.34,2440.15,2419.38,2419.38,20295
06-28-2017,2428.7,2442.97,2428.02,2440.69,19788
06-29-2017,2442.38,2442.73,2405.7,2419.7,24372
06-30-2017,2429.2,2432.71,2421.65,2423.41,20685
07-03-2017,2431.39,2439.17,2428.69,2429.01,11966
07-05-2017,2430.78,2434.9,2422.05,2432.54,20018
07-06-2017,2423.44,2424.28,2407.7,2409.75,20213
07-07-2017,2413.52,2426.92,2413.52,2425.18,16682
07-10-2017,2424.51,2432,2422.27,2427.43,17680
07-11-2017,2427.35,2429.3,2412.79,2425.53,17325
07-12-2017,2435.75,2445.76,2435.75,2443.25,18564
07-13-2017,2444.99,2449.32,2441.69,2447.83,18456
07-14-2017,2449.16,2463.54,2446.69,2459.27,16676
07-17-2017,2459.5,2462.82,2457.16,2459.14,16559
07-18-2017,2455.88,2460.92,2450.34,2460.61,17510
07-19-2017,2463.85,2473.83,2463.85,2473.83,18497
07-20-2017,2475.56,2477.62,2468.43,2473.45,19938
07-21-2017,2467.4,2472.54,2465.06,2472.54,19465
07-24-2017,2472.04,2473.1,2466.32,2469.91,19440
07-25-2017,2477.88,2481.24,2474.91,2477.13,23739
07-26-2017,2479.97,2481.69,2474.94,2477.83,22618
07-27-2017,2482.76,2484.04,2459.93,2475.42,26772
07-28-2017,2469.12,2473.53,2464.66,2472.1,20434
07-31-2017,2475.94,2477.96,2468.53,2470.3,21896
08-01-2017,2477.1,2478.51,2471.14,2476.35,20763
08-02-2017,2480.38,2480.38,2466.48,2477.57,21255
08-03-2017,2476.03,2476.03,2468.85,2472.16,20395
08-04-2017,2476.88,2480,2472.08,2476.83,18691
08-07-2017,2477.14,2480.95,2475.88,2480.91,16396
08-08-2017,2478.35,2490.87,2470.32,2474.92,18263
08-09-2017,2465.35,2474.41,2462.08,2474.02,18211
08-10-2017,2465.38,2465.38,2437.75,2438.21,20793
08-11-2017,2441.04,2448.09,2437.85,2441.32,16593
08-14-2017,2454.96,2468.22,2454.96,2465.84,15862
08-15-2017,2468.66,2468.9,2461.61,2464.61,16896
08-16-2017,2468.63,2474.93,2463.86,2468.11,16861
08-17-2017,2462.95,2465.02,2430.01,2430.01,19294
08-18-2017,2427.64,2440.27,2420.69,2425.55,19621
08-21-2017,2425.5,2430.58,2417.35,2428.37,16358
08-22-2017,2433.75,2454.77,2433.67,2452.51,15887
08-23-2017,2444.88,2448.91,2441.42,2444.04,15835
08-24-2017,2447.91,2450.39,2436.19,2438.97,16790
08-25-2017,2444.72,2453.96,2442.22,2443.05,15009
08-28-2017,2447.35,2449.12,2439.03,2444.24,14665
08-29-2017,2431.94,2449.19,2428.2,2446.3,15038
08-30-2017,2446.06,2460.31,2443.77,2457.59,15522
08-31-2017,2462.65,2475.01,2462.65,2471.65,20769
09-01-2017,2474.42,2480.38,2473.85,2476.55,15815
09-05-2017,2470.35,2471.97,2446.55,2457.85,21144
09-06-2017,2463.83,2469.64,2459.2,2465.54,20498
09-07-2017,2468.06,2468.62,2460.29,2465.1,20971
09-08-2017,2462.25,2467.11,2459.4,2461.43,20039
09-11-2017,2474.52,2488.95,2474.52,2488.11,19331
09-12-2017,2491.94,2496.77,2490.37,2496.48,19374
09-13-2017,2493.89,2498.37,2492.14,2498.37,18973
09-14-2017,2494.56,2498.43,2491.35,2495.62,19168
09-15-2017,2495.67,2500.23,2493.16,2500.23,30389
09-18-2017,2502.51,2508.32,2499.92,2503.87,19227
09-19-2017,2506.29,2507.84,2503.19,2506.65,19201
09-20-2017,2506.84,2508.85,2496.67,2508.24,20664
09-21-2017,2507.16,2507.16,2499,2500.6,18119
09-22-2017,2497.26,2503.47,2496.54,2502.22,16723
09-25-2017,2499.39,2502.54,2488.03,2496.66,20339
09-26-2017,2501.04,2503.51,2495.12,2496.84,18220
09-27-2017,2503.3,2511.75,2495.91,2507.04,20353
09-28-2017,2503.41,2510.81,2502.93,2510.06,17822
09-29-2017,2509.96,2519.44,2507.99,2519.36,18099
10-02-2017,2521.2,2529.23,2520.4,2529.12,18564
10-03-2017,2530.34,2535.13,2528.85,2534.58,17375
10-04-2017,2533.48,2540.53,2531.8,2537.74,16991
10-05-2017,2540.86,2552.51,2540.02,2552.07,17294
10-06-2017,2547.44,2549.41,2543.79,2549.33,16423
10-09-2017,2551.39,2551.82,2541.6,2544.73,15056
10-10-2017,2549.99,2555.23,2544.86,2550.64,17281
10-11-2017,2550.62,2555.24,2547.95,2555.24,18172
10-12-2017,2552.88,2555.33,2548.31,2550.93,20568
10-13-2017,2555.66,2557.65,2552.09,2553.17,18939
10-16-2017,2555.57,2559.47,2552.64,2557.64,17364
10-17-2017,2557.17,2559.71,2554.69,2559.36,17832
10-18-2017,2562.87,2564.11,2559.67,2561.26,17933
10-19-2017,2553.39,2562.36,2547.92,2562.1,18960
10-20-2017,2567.56,2575.44,2567.56,2575.21,21511
10-23-2017,2578.08,2578.29,2564.33,2564.98,20437
10-24-2017,2568.66,2572.18,2565.58,2569.13,21634
10-25-2017,2566.52,2567.4,2544,2557.15,24679
10-26-2017,2560.08,2567.07,2559.8,2560.4,23008
10-27-2017,2570.26,2582.98,2565.94,2581.07,26205
10-30-2017,2577.75,2580.03,2568.25,2572.83,22749
10-31-2017,2575.99,2578.29,2572.15,2575.26,23014
11-01-2017,2583.21,2588.4,2574.92,2579.36,22109
11-02-2017,2579.46,2581.11,2566.17,2579.85,24167
11-03-2017,2581.93,2588.42,2576.77,2587.84,20526
11-06-2017,2587.47,2593.38,2585.66,2591.13,21164
11-07-2017,2592.11,2597.02,2584.35,2590.64,20897
11-08-2017,2588.71,2595.47,2585.02,2594.38,20923
11-09-2017,2584,2586.5,2566.33,2584.62,22335
11-10-2017,2580.18,2583.81,2575.57,2582.3,20452
11-13-2017,2576.53,2587.66,2574.48,2584.84,20991
11-14-2017,2577.75,2579.66,2566.56,2578.87,22075
11-15-2017,2569.45,2572.84,2557.45,2564.62,20908
11-16-2017,2572.95,2590.09,2572.95,2585.64,20467
11-17-2017,2582.94,2583.96,2577.62,2578.85,20883
11-20-2017,2579.49,2584.64,2578.24,2582.14,17862
11-21-2017,2589.17,2601.19,2589.17,2599.03,19210
11-22-2017,2600.31,2600.94,2595.23,2597.08,15961
11-24-2017,2600.42,2604.21,2600.42,2602.42,7283
11-27-2017,2602.66,2606.41,2598.87,2601.42,17288
11-28-2017,2605.94,2627.69,2605.44,2627.04,20688
11-29-2017,2627.82,2634.89,2620.32,2626.07,26710
11-30-2017,2633.93,2657.74,2633.93,2647.58,31221
12-01-2017,2645.1,2650.62,2605.52,2642.22,24976
12-04-2017,2657.19,2665.19,2639.03,2639.44,27960
12-05-2017,2639.78,2648.72,2627.73,2629.57,22745
12-06-2017,2626.24,2634.41,2624.75,2629.27,19261
12-07-2017,2628.38,2640.99,2626.53,2636.98,19775
12-08-2017,2646.21,2651.65,2644.1,2651.5,18435
12-11-2017,2652.19,2660.33,2651.47,2659.99,18112
12-12-2017,2661.73,2669.72,2659.78,2664.11,20216
12-13-2017,2667.59,2671.88,2662.85,2662.85,20018
12-14-2017,2665.87,2668.09,2652.01,2652.01,19974
12-15-2017,2660.63,2679.63,2659.14,2675.81,37457
12-18-2017,2685.92,2694.97,2685.92,2690.16,21735
12-19-2017,2692.71,2694.44,2680.74,2681.47,19517
12-20-2017,2688.18,2691.01,2676.11,2679.25,19656
12-21-2017,2683.02,2692.64,2682.4,2684.57,19484
12-22-2017,2684.22,2685.35,2678.13,2683.34,14269
12-26-2017,2679.09,2682.74,2677.96,2680.5,11003
12-27-2017,2682.1,2685.64,2678.91,2682.62,11871
12-28-2017,2686.1,2687.66,2682.69,2687.54,11312
12-29-2017,2689.15,2692.12,2673.61,2673.61,13545
01-02-2018,2683.73,2695.89,2682.36,2695.81,18927
01-03-2018,2697.85,2714.37,2697.77,2713.06,22474
01-04-2018,2719.31,2729.29,2719.07,2723.99,22097
01-05-2018,2731.33,2743.45,2727.92,2743.15,19989
01-08-2018,2742.67,2748.51,2737.6,2747.71,19655
01-09-2018,2751.15,2759.14,2747.86,2751.29,20228
01-10-2018,2745.55,2750.8,2736.06,2748.23,20912
01-11-2018,2752.97,2767.56,2752.78,2767.56,19760
01-12-2018,2770.18,2787.85,2769.64,2786.24,21294
01-16-2018,2798.96,2807.54,2768.64,2776.42,26003
01-17-2018,2784.99,2807.04,2778.38,2802.56,24191
01-18-2018,2802.4,2805.83,2792.56,2798.03,23074
01-19-2018,2802.6,2810.33,2798.08,2810.3,24401
01-22-2018,2809.16,2833.03,2808.12,2832.97,21625
01-23-2018,2835.05,2842.24,2830.59,2839.13,21680
01-24-2018,2845.42,2852.97,2824.81,2837.54,24476
01-25-2018,2846.24,2848.56,2830.94,2839.25,23173
01-26-2018,2847.48,2872.87,2846.18,2872.87,22159
01-29-2018,2867.23,2870.62,2851.48,2853.53,21757
01-30-2018,2832.74,2837.75,2818.27,2822.43,24056
01-31-2018,2832.41,2839.26,2813.04,2823.81,28237
02-01-2018,2816.45,2835.96,2812.7,2821.98,24662
02-02-2018,2808.92,2808.92,2759.97,2762.13,27216
02-05-2018,2741.06,2763.39,2638.17,2648.94,35441
02-06-2018,2614.78,2701.04,2593.07,2695.14,40241
02-07-2018,2690.95,2727.67,2681.33,2681.66,28383
02-08-2018,2685.01,2685.27,2580.56,2581,32495
02-09-2018,2601.78,2638.67,2532.69,2619.55,37313
02-12-2018,2636.75,2672.61,2622.45,2656,26796
02-13-2018,2646.27,2668.84,2637.08,2662.94,20932
02-14-2018,2651.21,2702.1,2648.87,2698.63,24201
02-15-2018,2713.46,2731.51,2689.82,2731.2,22961
02-16-2018,2727.14,2754.42,2725.11,2732.22,22149
02-20-2018,2722.99,2737.6,2706.76,2716.26,21359
02-21-2018,2720.53,2747.75,2701.29,2701.33,22216
02-22-2018,2710.42,2731.26,2697.77,2703.96,20996
02-23-2018,2715.8,2747.76,2713.74,2747.3,18690
02-26-2018,2757.37,2780.64,2753.78,2779.6,21124
02-27-2018,2780.45,2789.15,2744.22,2744.28,23571
02-28-2018,2753.78,2761.52,2713.54,2713.83,26063
03-01-2018,2715.22,2730.89,2659.65,2677.67,27908
03-02-2018,2658.89,2696.25,2647.32,2691.25,24459
03-05-2018,2681.06,2728.09,2675.75,2720.94,23419
03-06-2018,2730.18,2732.08,2711.26,2728.12,20806
03-07-2018,2710.18,2730.6,2701.74,2726.8,22050
03-08-2018,2732.75,2740.45,2722.65,2738.97,20474
03-09-2018,2752.91,2786.57,2751.54,2786.57,21957
03-12-2018,2790.54,2796.98,2779.26,2783.02,21580
03-13-2018,2792.31,2801.9,2758.68,2765.31,23539
03-14-2018,2774.06,2777.11,2744.38,2749.48,21800
03-15-2018,2754.27,2763.03,2741.47,2747.33,19987
03-16-2018,2750.57,2761.85,2749.97,2752.01,34592
03-19-2018,2741.38,2741.38,2694.59,2712.92,21914
03-20-2018,2715.05,2724.22,2710.05,2716.94,20882
03-21-2018,2714.99,2739.14,2709.79,2711.93,20749
03-22-2018,2691.36,2695.68,2641.59,2643.69,24929
03-23-2018,2646.71,2657.67,2585.89,2588.26,25582
03-26-2018,2619.35,2661.36,2601.81,2658.55,24345
03-27-2018,2667.57,2674.78,2596.12,2612.62,25013
03-28-2018,2611.3,2632.65,2593.06,2605,25742
03-29-2018,2614.41,2659.07,2609.72,2640.87,23480
04-02-2018,2633.45,2638.3,2553.8,2581.88,24690
04-03-2018,2592.17,2619.14,2575.49,2614.45,21696
04-04-2018,2584.04,2649.86,2573.61,2644.69,22207
04-05-2018,2657.36,2672.08,2649.58,2662.84,20080
04-06-2018,2645.82,2656.88,2586.27,2604.47,21871
04-09-2018,2617.18,2653.55,2610.79,2613.16,19231
04-10-2018,2638.41,2665.45,2635.78,2656.87,21326
04-11-2018,2643.89,2661.43,2639.25,2642.19,17885
04-12-2018,2653.83,2674.72,2653.83,2663.99,19230
04-13-2018,2676.9,2680.26,2645.05,2656.3,18233
04-16-2018,2670.1,2686.49,2665.16,2677.84,18669
04-17-2018,2692.74,2713.34,2692.05,2706.39,19256
04-18-2018,2710.11,2717.49,2703.63,2708.64,19656
04-19-2018,2701.16,2702.84,2681.9,2693.13,21686
04-20-2018,2692.56,2693.94,2660.61,2670.14,23085
04-23-2018,2675.4,2682.86,2657.99,2670.29,18581
04-24-2018,2680.8,2683.55,2617.32,2634.56,24140
04-25-2018,2634.92,2645.3,2612.67,2639.4,22036
04-26-2018,2651.65,2676.48,2647.16,2666.94,25433
04-27-2018,2675.47,2677.35,2659.01,2669.91,21046
04-30-2018,2675.05,2682.92,2648.04,2648.05,23357
05-01-2018,2643.64,2655.27,2625.41,2654.8,21854
05-02-2018,2654.24,2660.87,2631.7,2635.67,23036
05-03-2018,2628.08,2637.14,2594.62,2629.73,23957
05-04-2018,2621.45,2670.93,2615.32,2663.42,19150
05-07-2018,2669.36,2683.35,2664.7,2672.63,19112
05-08-2018,2670.26,2676.34,2655.2,2671.92,21066
05-09-2018,2678.12,2701.27,2674.14,2697.79,20831
05-10-2018,2705.02,2726.11,2704.54,2723.07,18354
05-11-2018,2722.7,2732.86,2717.45,2727.72,17960
05-14-2018,2733.37,2742.1,2725.47,2730.13,18204
05-15-2018,2718.59,2718.59,2701.91,2711.45,19641
05-16-2018,2712.62,2727.76,2712.17,2722.46,18443
05-17-2018,2719.71,2731.96,2711.36,2720.13,18636
05-18-2018,2717.35,2719.5,2709.18,2712.97,19569
05-21-2018,2725.95,2739.19,2725.7,2733.01,17899
05-22-2018,2738.34,2742.24,2721.88,2724.44,19078
05-23-2018,2713.98,2733.33,2709.54,2733.29,20302
05-24-2018,2730.94,2731.97,2707.38,2727.76,19651
05-25-2018,2723.6,2727.36,2714.99,2721.33,16831
05-29-2018,2705.11,2710.67,2676.81,2689.86,22510
05-30-2018,2702.43,2729.34,2702.43,2724.01,20321
05-31-2018,2720.98,2722.5,2700.68,2705.27,27470
06-01-2018,2718.7,2736.93,2718.7,2734.62,19951
06-04-2018,2741.67,2749.16,2740.54,2746.87,19742
06-05-2018,2748.46,2752.61,2739.51,2748.8,19823
06-06-2018,2753.25,2772.39,2748.46,2772.35,21303
06-07-2018,2774.84,2779.9,2760.16,2770.37,21391
06-08-2018,2765.84,2779.39,2763.59,2779.03,18134
06-11-2018,2780.18,2790.21,2780.17,2782,19171
06-12-2018,2785.6,2789.8,2778.78,2786.85,19899
06-13-2018,2787.94,2791.47,2774.65,2775.63,24229
06-14-2018,2783.21,2789.06,2776.52,2782.49,22710
06-15-2018,2777.78,2782.81,2761.73,2779.66,35012
06-18-2018,2765.79,2774.99,2757.12,2773.75,20299
06-19-2018,2752.01,2765.05,2743.19,2762.59,22142
06-20-2018,2769.73,2774.86,2763.91,2767.32,21842
06-21-2018,2769.28,2769.28,2744.39,2749.76,21494
06-22-2018,2760.79,2764.17,2752.68,2754.88,28872
06-25-2018,2742.94,2742.94,2698.67,2717.07,24044
06-26-2018,2722.12,2732.91,2715.6,2723.06,22090
06-27-2018,2728.45,2746.09,2699.38,2699.63,22773
06-28-2018,2698.69,2724.34,2691.99,2716.31,21237
06-29-2018,2727.13,2743.26,2718.03,2718.37,22476
07-02-2018,2704.95,2727.26,2698.95,2726.71,17750
07-03-2018,2733.27,2736.58,2711.16,2713.22,11487
07-05-2018,2724.19,2737.83,2716.02,2736.61,17097
07-06-2018,2737.68,2764.41,2733.52,2759.82,15706
07-09-2018,2768.51,2784.65,2768.51,2784.17,18592
07-10-2018,2788.56,2795.58,2786.24,2793.84,17434
07-11-2018,2779.82,2785.91,2770.77,2774.02,18060
07-12-2018,2783.14,2799.22,2781.53,2798.29,18629
07-13-2018,2796.93,2804.53,2791.69,2801.31,17580
07-16-2018,2801.43,2803.71,2793.39,2798.43,17916
07-17-2018,2789.34,2814.19,2789.24,2809.55,18487
07-18-2018,2811.35,2816.76,2805.89,2815.62,19463
07-19-2018,2809.37,2812.05,2799.77,2804.49,21103
07-20-2018,2804.55,2809.7,2800.01,2801.83,20829
07-23-2018,2799.17,2808.61,2795.14,2806.98,18640
07-24-2018,2820.68,2829.99,2811.12,2820.4,21840
